race,g1classsize,g1treadss,g1tmathss
2,23,451,488
2,15,558,549
1,13,512,578
2,24,530,545
1,24,447,481
1,23,533,520
2,14,533,505
1,15,501,562
1,23,604,535
1,17,629,653
1,30, ,510
1, , , 
1,25,571,549
1,25,604,557
1,19, ,545
1,30, ,538
1,29, ,512
1,30, , 
5,29, , 
1,25,454,493
1,19,519,562
1,15,490,562
1, , , 
1,25,579,529
1,19, ,488
1,17, ,612
1, , , 
1,29, ,529
2,20,553,510
1,21,651,572
1, , , 
2,23,530,532
2, , , 
2,21,505,545
1,26,564,584
2,25,471,479
1,17,459,553
1,27,590,538
2, , , 
2,22,472,481
1, , , 
2, , , 
2,25,444,468
2,13,548,578
2,24,533,535
1,13,488,518
2, , , 
2,25,412,449
2,23, ,557
1, , , 
1, , , 
1,23,604,557
1,21,590,592
1,21,478,505
1, , , 
1,26,507,532
1, , , 
1, , , 
1,18,487,497
1, , , 
1,16,536,572
2, , , 
1,17,553,572
1,24,590,553
2,25,530,535
2, , , 
1,25,475,505
2, , , 
1,16,507,545
2,16,544,592
1, , , 
1,17,478,542
2,21,521,518
2, , , 
2, , , 
2,23,426,465
2, , , 
2, , , 
2,26,428,472
2,19,530,562
2, , , 
1,23,553,562
2,23,433,465
1,23,519,578
2,19,487,526
2,24,454,500
1,26,564,612
1,26,507,578
2, , , 
2,17,448,484
2, , , 
1,13,487,495
2,25,472,497
1,18,540,520
1,13,501,515
1,17,463,490
2, , , 
2,17,474,470
1,26,472,486
1, , , 
1, , , 
1, , , 
2, , , 
2, , , 
1,26,604,562
1,21,499,526
1,21,478,520
1, , , 
2, , , 
2,25,454, 
2, , , 
2,24,527,497
1,26,629,562
2,25,468,470
2,21,472,493
2,21,492,481
2,18,509,557
2,23,519,601
2, , , 
1,16,463,502
1,23,530,553
1,25,590,562
1,25,553,562
2, , , 
1,20,629,627
2,16,558,523
2, , , 
2, , , 
2, , , 
2,23,447,490
2, , , 
2, , , 
 , , , 
2,12,454,515
2,22,564,553
2,15,453,502
1, , , 
1,22,590,584
1,21,512,479
2,17,423,456
2, , , 
2,21,524,518
1, , , 
2, , , 
1,22,540,601
1,13,571,520
2,21,536,502
2, , , 
1,22,651,601
1,16,604,578
2,21,564,567
2,24,487,497
1,15,651,592
2, , , 
2,26,540,545
1,17,590,572
1,22,454,479
1,24,501,505
1,17,579,557
1,23,548,520
1,17,590,612
1, , , 
1, , , 
2,21,564,562
1,22,514,518
1,23,604,584
2,24,530,520
2,12,590,535
2, , , 
2,23,457,456
2,20,441,507
2, , , 
2,27,516,518
2,22,530,535
2,22,516,497
1,21,579,578
2, , , 
2,22,512,454
1,22,590,578
1,23,651,567
2,22,503,553
1,23,571,526
2, , , 
1,15,579,518
2,22,521,507
1,23,530,507
2,14,530,479
2,17, ,490
2,23,441,463
2,16,490,515
2,26,485,493
1, , , 
1,20,540,502
1,21,558,500
1, , , 
2, , , 
1, , , 
1,25,487,490
1, , , 
1,15,468,477
1, , , 
1,21,501,510
2, , , 
2,17,471,502
2, , , 
1, , , 
2,16,590,612
2, , , 
2,16,590,584
2,26,536,545
1,23,480,495
2, , , 
1,22,490,567
2, , , 
2, , , 
1, , , 
2,24,494,538
2, , , 
1, , , 
2,25,441,449
2,16,469,465
1, , , 
2,24,474,481
1,26,604,601
2, , , 
2,25,507,538
1,24,521,567
2, , , 
1,17,651,567
1,22,533,538
2, , , 
2,29,514,512
2,21,462,493
1,19,459,493
2, , , 
2,25,548,532
2, , , 
2,25,442,484
2, , , 
2,16,447,493
2, , , 
1,22,530,520
2,17,512,545
2,18,524,572
1, , , 
1,15,629,584
1,26,590,562
2,20,590,557
1,20,454,532
1,17,519,538
1, , , 
2,29, , 
1, , , 
1,19,604,549
2,23,482,532
1,17,604,567
1,15,530,562
1, , , 
1,15,527,557
2,24,544,542
1, , , 
2,24,445,465
2,22,527,535
1,26,527,557
2,21,487,477
2, , , 
1,20,536,549
2,21,540,505
2,20,503,515
1, , , 
2,23,454,490
2,22,501,520
1, , , 
1,20,456,479
1,17,651,592
1,20,553,545
1,25, , 
1,20,509,567
2,21,548,500
1,20,503,526
1,20,475,472
1,23,524,567
2, , , 
2, , , 
1,20,494,578
1,23,544,578
1,20,469,477
1,25,564,562
1,23,499,518
1,23,571,538
1,20,629,592
1,24,564,562
2,20,450,493
2, , , 
1, , , 
2,21,544,612
1,27,475,507
1,26,482,479
2, , , 
2,20,456,510
2, , , 
1,27,454,472
2, , , 
2,22,460,468
1,21,509,535
1,23,544,523
1,21,469,518
1,22,604,562
2,22,548,526
1,19,604,578
2,23,509,553
2,17,474,502
1,26,530,549
1,19,604,518
1,26,482,512
1, , , 
2,21,477,472
2,20,536,567
1,15,509,557
1,23,604,567
1,18,651,578
2, , , 
1,23,571,549
2, , , 
1,23,530,553
1,25,629,572
2, , , 
2,22,450,488
1,25,488,490
1,25,548,545
1, , , 
1,23,514,535
1,16,507,497
1,15,548,526
2, , , 
2,23,519,523
2,16,492,481
2, , , 
2,24,478,512
2,20,412,425
2,16,480,510
2,23,475,526
2,23,457,512
1, , , 
1,26,483,553
2, , , 
1,21,564,545
1,23,571,549
1,20,553,526
1,16,629,532
2,17,505,529
1,25,474,532
1,14,505,535
1,25,457,490
1,21,445,507
1,23,553,479
1,21,527,520
1,23,579,562
1,14,629,578
1,22,530,549
1,23,480,545
1,22,487,497
1,23,651,584
1,21,558,653
1, , , 
1, , , 
2, , , 
1,20,590,592
2,22,488,572
3,24, , 
2, , , 
1,16,497,553
1,14,579,567
2,24,485,523
2,17,441,444
1,25,485,532
1,20,524,567
1,21, ,454
2, , , 
1,21,533,538
2,20,553,538
2,23,499,520
1,21,590,545
1,21,629,526
2,15,507,512
1,17,629,601
1,22,629,592
1, , , 
2, , , 
1,21,544,515
1, , , 
2,19,477,515
1,13,629,627
2,12,512,526
2,23,548,627
2,17,453,484
2,15,553,545
1,26,482,497
1,14,497,510
2,24,477,542
2,13,454,500
2, , , 
2, , , 
1, , , 
3, , , 
2,23,579,584
2,22,454,468
2,24,564,601
1, , , 
1, , , 
2,18,475,520
2, , , 
2,16,533,572
2,24,497,470
2, , , 
2, , , 
2,15,544,538
2,17,480,523
1,25,553,515
2, , , 
2,17,501,497
2,20,507,495
2,22,564,532
2, , , 
2, , , 
2,21,431,493
2,17,516,538
2, , , 
1,17,507,507
1,13,558,572
2,21,492,520
2,22,505,529
2,25,579,592
1,20,524,529
1,24,477,510
1, , , 
2,15,454,481
2,24,509,532
1, , , 
2,21,430,474
2,22,456,477
2,16,488,493
2,22,530,532
2,22,507,523
2,24,448,470
2, , , 
2, , , 
2,22,475,505
2,26,558,523
2,21,527,520
2,24,501,542
2,21,512,538
2, , , 
2,23,512,523
1,23,540,529
2,22,492,532
2,23,527,529
2,22,462,510
2, , , 
2,25,426,461
2,21,521,512
2, , , 
2,22,444,493
2,24,459,484
2,25,478,481
2,15,450,461
2,16,494,493
2,22,462,497
2, , , 
1, , , 
2,23,492,538
2,18,490,488
2, , , 
2,22,447,436
2, , , 
2,17,579,553
2,24,442,468
2,24,439,515
2,22,503,486
1,24,441,474
2,23,516,532
2, , , 
2,19,490,512
2, , , 
2, , , 
2,15,501,572
2,21,590,572
1,24,459,497
2,25,441,458
2,23,494,500
1,26,495,520
2,17,482,529
2,22,456,470
2, , , 
1, , , 
1,18,651,676
2,13,490,507
1, , , 
2,24,459,472
3,25,505,553
2, , , 
2,22,450,515
2, , , 
1,19,524,535
2, , , 
2, , , 
2,22,471,493
2,24,564,601
1,28,571,592
1, , , 
1,24,524,538
2,19,477,477
1,27,433,481
2, , , 
1,27,548,529
1,23,536,549
1,17,548,557
1,26,629,549
2,27,451,505
1, , , 
1,17,629,567
1,14,604,592
1,27,564,542
1,27,454,505
1,17,604,562
1,27,488,532
1,21,558,538
1,22,514,542
2,20,451,474
2, , , 
2, , , 
2, , , 
1, , , 
2,22,524,557
2,15,438,441
2,16,503,538
2, , , 
2,22,469,488
2,21,441,454
2,24,477,493
2,15,524,557
2,22,544,510
1,13,519,535
2,15,540,545
2,24,462,495
2,24,505,549
1,14,524,553
1,17,447,486
1,14,540,549
1,23,651,653
1, , , 
1, , , 
1,15,524,584
1,22,564,532
1,23,651,562
2,24,521,510
2,22,558,592
1,20,466,470
1,20,544,557
2,23,548,510
1,24,571,553
1,23,540,584
1,22,579,529
2, , , 
2,15,530,553
2,22,439,451
1,22,540,592
1, , , 
1,22,503,470
1,15,651,627
1,22,629,601
1,20,590,592
1,22,505,502
1, , , 
2, , , 
2, , , 
2,17,456,500
1,23,512,535
2, , , 
2,15,444,436
2,21,471,463
1,22,651,592
1,13,501,553
1,15,472,515
1,23,540,538
2,21,451,497
1,16,651,549
2,16,579, 
1,22,524,542
2, , , 
1, , , 
1,17,590,612
1,21,629,601
1, , , 
1,24,505,542
2,17,480,532
2,23,474,451
1, , , 
1,25,651,627
2, , , 
1,30, ,553
2,22,451,500
2,17,448,488
1, , , 
2,16,540,507
2,21,477,490
1,19,553,532
1, , , 
1,15,521,545
1,20,474,500
1,15,501,553
1,14,505,532
1,17,629,612
2,25,425,454
1,23,571,545
2,25,480,470
1, , , 
1,23,527,500
2,26,421,486
1,23,629,572
2, , , 
2,15,472,526
1, , , 
2,12,485,535
2,21,460,458
2,25,433,433
2,22,448,463
2, , , 
1,17,480,500
2, , , 
2,14,519,545
1, , , 
2, , , 
2,13,483,510
2,13,604,578
1,23,553,557
1,17,478,495
1,23, , 
1, , , 
1,27,579,553
1,23,553,562
1,23,590,557
1,24,651,578
1,24,468,490
1,17,548,518
1,22,629,584
1, , , 
1,19,503,549
1,23,590,526
1, , , 
1,30, ,535
1, , , 
1,19,540,523
1,30, ,526
1, , , 
1,25,548,529
1,25,571,567
1,25,571,572
1,17, ,545
1, , , 
1, , , 
1,21,553,601
1,19,530,529
1,21,471,497
2,21,540,502
1,17,579,592
1, , , 
2,25,475,497
1,14,629,676
2, , , 
1,21,558,567
2,22,434,461
2,21,430,458
1,17,514,562
1, , , 
2,21,477,484
1, , , 
2, , , 
2, , , 
2, , , 
1,25,571,584
1, , , 
2,22,474,479
2, , , 
1,25,509,488
1,27,590,518
1,26,530,505
1,13,450,493
2,25, , 
2,17,553,572
2,16,482,538
1, , , 
1,21,495,526
2, , , 
2, , , 
1,25,571,562
2,17,490,472
1, , , 
2,23,478,477
2,22,483,477
2, , , 
1,24,494,502
2,20,426,474
2,15,516,505
1,27,519,545
1, , , 
2, , , 
1, , , 
2,17,488,488
1,20,579,572
1, , , 
2,24,629,557
1, , , 
1,21,571,572
2, , , 
1, , , 
2, , , 
2,17,488,512
1,20,509,542
1,26,571,557
2,24,441,468
2,13,438,444
1,24,651,572
1, , , 
1, , , 
2,22,524,512
2, , , 
2,24,503,497
2,23,499,542
2, , , 
1,13,482,500
1, , , 
1,26, , 
1, , , 
1, , , 
1,24,487,535
1,27,629,567
2, , , 
2,21,490,538
1, , , 
1,26,629,567
2, , , 
2,21,507,529
2,25,466,484
1, , , 
1,23,536,557
1,22,423,463
1,17,604,612
2, , , 
1,22,651,592
2,24,477,538
2,24,540,553
1,21,604,601
2,19,540,512
2,24,412,474
1,16,604,601
1,21,629,627
1,20,579,578
1,14,505,488
1,21,533,578
2, , , 
2, , , 
2,15,457,502
2,26,544,532
2,22,480,474
1,22,466,484
1,20,501,526
2,22,536,518
1,20,533,515
2,12,485,505
2, , , 
2,16,530,538
1,22,485,520
1,23,629,578
1,24,571,532
2, , , 
2,22,459,484
1,24,651,572
1,23,651,562
1,24,477,490
2,22,558,502
2,23,530,510
2, , , 
1,23,558,529
2, , , 
2,15,519,510
2,16,512,490
1, , , 
2, , , 
2,25,463,490
1,23,516,520
2, , , 
2, , , 
1,23,536,557
1,22,540,553
1,22,527,549
 , , , 
1,23,509,532
2,20,521,495
1,22,571,553
1, , , 
1,22,533,479
1, , , 
1, , , 
1,24,540,578
1,15,478,510
1,17,533,578
1, , , 
2,22,604,592
1,21,590,542
1,21,579,601
1, , , 
1, , , 
2,12,485,538
2,22,487,520
2,22,503,481
2,23,477,538
1,22,604,567
2, , , 
1,27,480,526
2,25,469,486
1, , , 
2,22,558,510
2, , , 
2,22,439,444
2,15,540,549
2, , , 
1, , , 
1,16,553,529
2,26,474,474
1,15,447,468
1,18,629,612
1,22,434,523
1,23,651,553
1,23,629,627
2,21,651,535
1,25,530,529
1,25,629,601
2,26,590,526
1,17,501,578
2,26,540,584
1,23,509,518
1, , , 
2,15,488,493
1, , , 
2,24,451,495
2,22,488,532
2,22,431,463
2, , , 
1,23,579,557
2, , , 
2, , , 
1,19,524,502
1,14,499,512
1,14,524,493
1,20,416,479
1, , , 
2,13,519,523
1,24,447,474
2,15,485,515
2, , , 
2,16,480,512
2, , , 
2, , , 
1, , , 
1, , , 
2, , , 
2, , , 
2, , , 
1,15,629,578
2,25,453,484
1, , , 
1,20,465,512
1,26,475,505
1,26,448,486
1, , , 
2, , , 
1,23,651,601
2, , , 
2,24,553,557
2,29,488,545
1,23,451,507
1,27,530,553
1,24,524,592
1,24,564,549
1,17,494,545
1, , , 
1,20,494,510
1, , , 
1,20,558,465
1,24,629,601
2,22,471,523
1,25,536,512
1,20,465,532
1,14,651,545
1,25,544,538
1,14,548,562
1,24,497,512
1,26,514,502
1,25,564,532
1,26,477,497
1, , , 
1, , , 
2,21,494,497
2, , , 
1, , , 
1, , , 
1,21,516,486
2,23,445,538
1, , , 
2,23,530,510
2,23,548,507
1,21,505,518
1,13,571,572
1,24,462,538
1,13,501,520
1,14,503,578
1,24,477,500
2,16,553,545
1,26,434,493
1, , , 
1,21,503,557
1,14,444,474
1,22, ,532
1,21,507,502
1,15,553,529
1,26,564,572
1,23,571,553
2,19,519,523
1,16,651,612
1,22,475,495
1,21,571,562
1, , , 
2,13,604,542
1, , , 
1,24,471,493
1,23,445,439
1,23,579,567
2, , , 
1,15,514,562
2, , , 
1, , , 
2,25,487,495
1,23,451,500
1,24,507,518
1,26,505,502
1,26,471,512
2, , , 
1,26,536,507
1, , , 
2, , , 
1,26,494,567
1,26,459,502
1, , , 
2, , , 
1,26,533,510
1,26,548,510
1, , , 
2, , , 
1, , , 
1,22,514,538
1,25,428,441
1,21,651,572
1,15,512,545
1,23,494,493
1,21,527,523
1, , , 
1,21,590,572
1,21,544,529
1, , , 
1,13,651,578
1,22,553,572
1,21,590,562
1,21,604,553
1,22,488,535
1,23,503,542
1, , , 
1,22,579,601
1,19,488,545
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,14,629,553
2, , , 
2, , , 
2,24,445,493
2,26,451,526
2,16,475,493
2,20,501,526
2, , , 
2, , , 
2,22,448,484
2,22,590,505
2, , , 
1,25,494,529
1, , , 
2, , , 
1,24,558,584
2,26,495,578
2,21,514,515
2, , , 
2,17, , 
2, , , 
2, , , 
2,21,482,520
2, , , 
2,22,499,518
2,24,469,542
2, , , 
2,18,516,507
2,23,494,545
2, , , 
1,17,604,601
2, , , 
1,15,503,529
2,17,521,500
2, , , 
2,21,488,479
2,15,483,562
1, , , 
1, , , 
1,24,558,592
1, , , 
2, , , 
1,28,540,515
1, , , 
1, , , 
1, , , 
1, , , 
1,14,474,526
1, , , 
1, , , 
1, , , 
1,24,590,627
1, , , 
2, , , 
2, , , 
1,22,651,542
2, , , 
1, , , 
1,15,651,592
1,13,490,553
1,15,485,572
1, , , 
1,13,548,535
1,22,439,502
1, , , 
1, , , 
1,23, , 
1, , , 
1,13,487,518
2,23,487,484
1,23,604,601
1,13,530,557
1, , , 
1,22,482,567
1,15,536,545
1,15,571,653
1,23,494,549
1,22,530,493
2, , , 
1,22,524,553
1,23,544,572
1,23,477,481
1,24,516,520
1, , , 
1,21,480,463
1,21,471,454
1,17,564,512
1,21,629,557
2,21,564,553
1,23,571,542
1,23,558,535
2, , , 
1,26,524,488
1,17,521,512
1,22,503,518
2, , , 
1,24,604,545
1, , , 
1, , , 
1, , , 
1, , , 
1,23,604,612
2, , , 
1, , , 
1,24,521,518
1, , , 
2,25,564,549
1,17,651,627
1,23,453,479
2,23,521,515
1,13,590,545
2, , , 
1,20,558,549
1, , , 
 ,25, , 
1,14,604,592
1, , , 
1,21, , 
1,16,571,512
1,17,527,653
1,26,651,592
1,21,651,592
1,17, , 
1, , , 
1,15,571,562
1,25,558,532
1,23,629,507
1, , , 
1,29, ,526
1,17, ,505
1,30, , 
1,23,571,553
1,17, ,549
1,30, ,572
1, , , 
1,29, ,612
1,17,540,538
1,14,651,601
2,25,514,538
1,16,564,518
1, , , 
1,25,503,515
2, , , 
1,17,512,567
2,16,540,578
1,17,579,676
1,21,490,532
1,21,495,505
1,27,548,535
1,21,524,545
1,16,590,572
1,22,524,538
1,17,579,484
2, , , 
1,17,651,567
1, , , 
2,24,487,505
1, , , 
2, , , 
1,15,651,627
2,14,469,542
2,26, , 
1,25,527,567
2,17,533,502
1, , , 
1, , , 
1,21,494,520
2,28,419,497
2,22,497,578
1,22,509,592
1,26, , 
1,25,492,584
1,28,558,584
1,17,536,532
1, , , 
1,26,651,562
1,21,524,520
1,24,524,592
1,27,482,510
1,26,501,507
1, , , 
2,19,483,512
2,22,516,572
2,21,448,465
1, , , 
1,21,509,542
2, , , 
1, , , 
1,17,604,553
1,13,544,505
1,26,519,488
1,17,558,567
2,22,438,444
2, , , 
1,20,536,572
1,17,501,538
1,21,485,490
1,17,530,532
1,17,536,553
1,24,564,567
1,14,544,545
1, , , 
1,21,530,515
1, , , 
2,22, , 
1,24,460,510
1,16,548,520
1, , , 
1, , , 
2, , , 
2,24,483,500
1,17,629,601
2,21,487,505
2,21,571,592
1,20,495,535
1, , , 
2,22,495,529
1, , , 
1,15,571,557
1,22,533,542
1,22,571,653
2, , , 
1,20,475,474
1,20,483,545
1, , , 
1,21,514,549
1,22,540,572
1,20,521,538
1,23,590,562
1, , , 
1,14,579,578
1,16,540,549
1,21,604,601
1,24,590,545
1,21,509,507
1,24,514,497
1, , , 
1,15,540,545
1,21,499,510
1,15,431,481
1,16,477,470
1,20,604,567
1,23,604,549
1,22,490,562
1,23,590,542
1,21,579,505
1,25,474,535
1,23,521,553
1,23,651,601
1,13,564,562
1,22,527,486
1,17,651,557
1, , , 
1, , , 
1,23,553,535
1,23,492,535
1,22,507,505
1,27,571,578
1,22,514,526
1,15,558,592
1,21,540,549
1,17,519,538
1, , , 
1, , , 
1,21, ,463
1,21,477,502
1,22, ,439
1,14,434,477
1,24,485,515
1,17, , 
1,25,438,451
1,15,579,584
1, , , 
1,25,590,529
1,18,553,601
1,25,590,538
1,14,571,601
1,13,553,562
1,17,651,592
1,22,527,518
1,23,651,532
1,24,527,535
2,22, ,532
1,22,480,474
2,29,447,493
2, , , 
2,29,442,481
1,23,544,542
3,23,553,557
3,24,540,567
 , , , 
1,26,477,484
1, , , 
1,22,604,562
1,14,471,515
1,26,564,526
1, , , 
1,15,579,545
1,19,495,523
1,15,579,553
2, , , 
1, , , 
1,15,590,584
1, , , 
1,24,629,567
1,30, ,584
2,24,536,584
2,24,521,557
2,18,488,526
1,16,579,512
2,17,494,507
2,24,495,468
2, , , 
1,23,548,549
1,21,438,463
1,14,571,567
1,20,483,526
1,17,492,578
1,20,501,470
1,24,533,562
1,24,459,444
1,24,512,520
1,24,462,549
1,20,507,518
1,24,579,592
1,20,540,507
1, , , 
1,20,509,529
1,25,590,612
1,25,480,490
1,23,524,515
1, , , 
2,23,423,439
1,16,629,601
2,25,544,538
1,22,579,612
1, , , 
1,23,604,627
1,19,495,512
1,22,533,538
1,22,487,557
1,22,471,535
1,23,544,612
1,25,524,567
1, , , 
1, , , 
1,23, , 
1, , , 
1,22,651,592
1,14,533,535
2,22,564,562
2,23,460,535
2,23,454,490
1,24,477,512
1, , , 
1,23,530,557
2,25,544,612
1,16,604,562
1, , , 
1,26,544,495
1, , , 
2,23,495,526
1, , , 
1, , , 
2,23,454,474
1,22,468,518
1,14,456,493
1,21,524,512
1,21,471,518
1,13,558,535
1,15,540,515
2, , , 
1, , , 
1,23,456,495
1,23,472,474
1,14,453,553
1,24,434,439
1, , , 
1,16,490,532
1,26,509,601
1,23,521,518
1,26,466,526
1, , , 
1, , , 
1,26,495,477
1,26,469,495
1,22,533,653
1, , , 
1,21,604,592
1,15,438,451
1, , , 
1,25,533,526
1,15,527,572
1,21,512,512
1,15,445,505
1, , , 
1,25,553,557
1,23,466,529
1,13,460,500
1,21,629,557
1,20,564,572
1,17,536,529
1,17,590,584
1,21,564,542
1, , , 
1,13,558,578
1, , , 
1,21,516,518
1, , , 
1,22,540,553
1,22,501,538
1, , , 
1,21,495,567
1,13,629,612
1, , , 
1,22,590,505
1, , , 
2, , , 
1,21,488,538
1,23,521,545
2, , , 
2,22,548,653
2,21,590,549
2,22,417,428
2,22,558,526
1,24,492,532
1,25,487,505
1, , , 
2,12,521,562
1, , , 
2,22,466,465
1,24,497,538
2, , , 
1, , , 
2,20,477,518
2,16,540,535
1, , , 
2,22,499,484
2,23,483,538
2, , , 
2, , , 
2,17,512,584
2,17,519,484
2,22,478,481
2, , , 
1, , , 
2,23,456,472
2, , , 
1, , , 
2,16,579,557
1, , , 
2, , , 
2, , , 
1,24,485,529
2,13,533,535
1, , , 
2,21,579,549
2,22,483,490
2,24,472,502
2,24,454,477
5,17,465,465
2,17,459,468
2, , , 
2, , , 
1,16,590,549
2,27,445,439
1,14,579,653
2,28,475,458
1,23,558,549
1,22,540,545
1,14,478,532
1,22,488,500
1,22,456,493
1,21,629,557
1,27,564,523
1,23,553,572
1,23,571,553
1,15,544,549
1,23,460,562
1,23,553,567
1, , , 
1,23,482,502
1,15,553,526
1, , , 
1,22,512,545
1,21,571,557
1,17,530,557
1, , , 
1,27,530,567
1,26,533,553
1,24,426,481
1,28,448,463
2, , , 
1, , , 
1,28, , 
1,14,544,592
1, , , 
1,21,472,484
1, , , 
1,23,629,592
1,14,536,612
1,21,503,515
1, , , 
1,21,540,535
1, , , 
1,25,466,481
1,23,590,592
1, , , 
1,22,571,532
1,17,494,545
1,21,590,584
1,22,629,542
1,14,544,518
1,23,501,523
1,21,579,676
1,14,579,653
1,21,474,479
1, , , 
1, , , 
1,22,490,515
1,22,536,572
1,24,516,523
1, , , 
1,13,533,567
1,24,503,535
1, , , 
2,29,454,495
1, , , 
1,24,512,553
1, , , 
1,23,497,520
1,25,533,578
1,19, ,532
1,25,629,542
1,30, ,515
1,30, ,578
1, , , 
1,23,651,584
1, , , 
1, , , 
1, , , 
1,29, ,572
1,29, ,553
1,23,651,567
1,23,651,584
1,25,540,502
1, , , 
1,17,604,653
1,19, ,584
1, , , 
1,17,480,523
2,21,483,507
2,16,475,481
1,16,571,592
1,22,579,567
1,21,564,572
3, , , 
1, , , 
1, , , 
1,15,524,592
1,17,509,529
1,16,507,572
1, , , 
2,17,472,507
1,22,519,542
1,16,544,592
2,13,501,538
1,21,501,512
1,21,533,567
1,16,524,562
1,15,629,612
1, , , 
1,23,512,490
1,25,571,584
1, , , 
1,24,519,553
1,17,564,515
1,22,604,553
1,25,487,518
1,21,553,572
1,25,514,497
1,24,533,535
1,27,527,578
2,16,548,512
1,22,629,592
1,26,507,507
1, , , 
1, , , 
1,21,558,532
2,16,579,592
1,17,571,578
2,22,482,474
2,15,436,474
2,19,482,479
1,24,453,470
1,22,553,592
1,16,629,497
1, , , 
1, , , 
1,13,509,526
1, , , 
1, , , 
1, , , 
1,16,544,553
1,20,503,458
1, , , 
3,16,466,490
1,22,492,523
2, , , 
1, , , 
1,16,463,488
1,23,521,526
1,20,590,545
1,24,629,520
1,24,527,526
1,21,604,567
1,22,495,502
1,22,579,526
1, , , 
1, , , 
1,17,604,578
1,17,651,572
1,15,472,505
1, , , 
1, , , 
1,15,505,545
2,17,544,507
1,17,507,515
1,23,604,572
1, , , 
1,22,490,493
1,21,519,538
1,22,530,572
1,24,579,578
1,24,548,477
1,27,590,567
1,27,512,567
1,21, , 
1,18,590,592
1,25,544,520
1,17,590,549
1,25,604,592
1,20,651,592
1,13,604,601
1,17,604,601
1,23,558,592
2,24,519,500
1,24,514,538
1,17,629,567
1,26,553,472
1, , , 
1,23,509,532
1,20,651,542
1,17,553,532
1,26,548,553
1,17,629,562
1,15,558,526
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1,14,629,592
1,23,482,562
1, , , 
1,17,629,557
1,17,540,526
2, , , 
1, , , 
3,18,604,612
1,15,579,584
1, , , 
2, , , 
2,24,499,567
1, , , 
1,21,430,444
1,27,454,463
1,22,483,532
1, , , 
1,15,571,549
1,18,571,545
1, , , 
1,20,629,592
1, , , 
1, , , 
1,20, ,454
1,23,629,584
1,24,441,458
1, , , 
1,24,442,454
1,24,509,493
1,24,540,584
1,23,460,484
1,24,558,592
1,25,472,488
1,14,579,562
1,15,472,502
1, , , 
2,14,501,523
2,15,521,500
1,23,463,484
2,26,540,481
1,22,604,627
1,16,604,529
1, , , 
1,22,485,553
1,23,527,578
2,23,629,538
1,19,540,529
1,26,466,515
1,22,579,578
1, , , 
1,22,501,584
1,22,536,538
1,22,571,612
1,23,480,592
1,23,530,502
1,15,490,538
1, , , 
2,22,462,515
1,23,533,553
1,14,544,502
1,20,558,553
1, , , 
1, , , 
1,23,579,627
1,25,492,567
1,23,503,532
1,22,564,549
1,16,564,562
2,16,447,507
2,23,475,523
1,23,487,518
1,22,478,507
1,15,487,545
1,23,497,562
2,16,530,520
1,16,521,612
1,23,454,538
1,25,483,515
1,26,527,520
1,23,530,601
1,23,558,612
1,22,579,676
1,23,604,562
1,23,439,477
1,16, ,515
1,21,571,627
1,16,492,529
1,21, , 
1, , , 
1,14,514,532
1,23,553,562
1,21,434,451
1,14,482,515
1,24,474,486
2,21,483,477
1,24,553,549
1,13,533,557
2,14,501,510
1,24,466,505
2,14,507,477
1,24,524,477
1,21,488,518
1,23,509,553
1,25,512,495
1,27,438,446
1,19,571,557
1,23,604,553
1,21,629,578
1,20,514,557
1,15,494,520
1,15,471,535
1,15,519,567
1,21,544,532
1,21,527,512
1,24,564,627
1,13,604,557
1,13,651,653
1,21,521,518
1, , , 
1,13,571,562
1,13,490,545
1,21,629,627
1, , , 
1,25,530,601
1,24,454,497
1,27,499,553
2,17,558,526
1,21,471,515
2, , , 
2,17,519,488
1,18,503,542
1,24,527,538
2, , , 
2, , , 
2, , , 
2, , , 
2,12,544,601
2, , , 
2,17,482,515
2,22,474,477
2,23,459,470
1, , , 
2, , , 
2,23,468,486
1,18, , 
1, , , 
2,21,468,515
1, , , 
1,23,548,567
2,21,492,529
2,17,454,479
2, , , 
1, , , 
2, , , 
2,23,527,518
1,27,499,553
1,27,536,557
1,28,558,584
1, , , 
1,23,553,572
1,23,604,545
1,21,499,542
1,23,509,549
1,20,472,486
1,23,469,490
1, , , 
1,15,454,557
1,22,530,567
1,22,457,505
1,22,564,592
1,23,497,523
2,22,503,515
1,15,507,535
1,23,651,562
1,22,540,535
1, , , 
1,22,469,486
1,22,469,502
1,23,579,601
1,20,505,542
1,22,571,545
1, , , 
1,22,478,512
1,23,544,535
1,22,564,572
1, , , 
1,15,579,553
1,22,488,549
1,15,480,518
1, , , 
1,17,512,557
1,21,590,601
1,21,490,523
1,13,482,520
1,22,482,572
2,28,478,484
1, , , 
2,28,558,505
1, , , 
1, , , 
1, , , 
1,24,590,592
1, , , 
1, , , 
1,17,516,567
1, , , 
1, , , 
2,18,530,592
2, , , 
1,20,480,529
1, , , 
1,21,604,612
1,27,442,512
1,20,478,518
1,23,564,562
1,15,558,627
1,20,629,578
1, , , 
1,27,530,538
1,20,651,584
1,26,509,584
1,20,558,572
1, , , 
1, , , 
1,23, , 
2,13,475,497
1, , , 
2,28,497,474
1,22,490,520
2,21,485,507
1,24,604,562
1,19,505,567
1,23,651,557
1,13,497,529
1,20,524,535
